objectid,filename,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
col002_oc_32,col002_ocminutes_1955.pdf,Occident Club Meeting Minutes 1955,Meridian Occident Club,1955,"January 3, 1955: Committee reports; Beta Sigma Phi girls of Meridian gave gift of $50 to club toward a new refrigerator; motion carried for donation to March of Dimes; program consisted of humorous stories of members and their families as well as a discussion on safety
February 7, 1955: Elma Veach teaches everybody a club song she wrote; Committee reports; motion carried members bring a seed package to next meeting for Seeds for Democracy; Y-Teens; program consisted of a song performance, a history on Valentine's Day, and the modeling of old fashioned clothes from the past 
March 7, 1955: Committee reports; program by Mrs. Veach who displayed old and new articles representing changes from 1905 to 1955
April 4, 1955: Committee reports; library board report indicates a daily average of 119 books loaned; help for Easter Egg hunt discussed; program a Easter message by Mrs. Riley, a religious consultant for the district of Federated Clubs
May 2, 1955: Committee reports; election of officers for 1955-56, Elma Veach elected new president
June 6, 1955: Club got thank you letter from ""Seeds for Democracy""; installation of new officers, and new committee member breakdown
September 5, 1955: Committee reports; Idaho Statesman called for a report of the work the emergency chest did; Y-Teens in need of a leader and continued rental of clubhouse; program consisted of a panel on the Collect, with Elma Veach also providing a verse on the Collect
October 3, 1955: Committee reports; program on the topic of ""Americanism"" with various speakers including Mrs. Roberts discussing how she became an American citizen
November 7, 1955: Check received from YWCA for use of club rooms; committee reports
December 5, 1955: Committee reports; program on explanations of Christmas through readings, songs, and pictures by Mrs. Andrews",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1955, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_33,col002_ocminutes_1956.pdf,Occident Club Meeting Minutes 1956,Meridian Occident Club,1956,"January 2, 1956: Committee reports; library board reports 9,442 books loaned over 1955 with more grade school pupils using library; program of two musical numbers and a review of the life of Western artist Charles Russell
February 6, 1956: Committee reports; motion carried to donate money for a permanent backdrop for Christmas Pageant to the Chamber of Commerce; program with special guest Mr. Frank Church, former President of Crusade for Freedom project, speaking on his trip to Europe and what the crusade is doing for those behind the iron curtain 
March 5, 1956: Committee reports; program with guest speaker Lt. John McDonald who spoke on ""Ground Observer Corp""
April 2, 1956: Committee reports; program consisted of a cancer film
May 7, 1956: Club opened with Devotion by Mrs. Veach; committee reports; motion carried that club join the Bloodmobile group; nomination and election of club officers for next year, with Hazel Hedges elected president; program by Mrs. Pratts Girl Ensemble from Eagle Junior High sang five musical numbers
June 4, 1956: Committee reports; motion carried to raise club membership dues to $2 a year; motion carried to donate $5 to girl scout campship; motion carried to donate money to Red Cross, Cancer, and Polio; installation of new club officers; new committee member breakdown presented
September 3, 1956: Committee reports; library board reports best summer of book loans to date
October 11, 1956: Committee reports; Mrs. Heath Sebern is doing an article for The Salt Lake Tribune on history of Meridian and wants an early day history of the Occident Club, club historian to work with her; program lead by Mrs. Ed. Tobert who gave a talk on ""Women and the Vote""
November 5, 1956: Committee reports; program on Christmas candle making and a talk by Mr. Howard Lee, Assistant supervisor of the National Forrest Recreation, on ""Management of National Forest Recreation""
December 3, 1956: Committee reports; motion carried to give Children's Aid Society money",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1956, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_34,col002_ocminutes_1957.pdf,Occident Club Meeting Minutes 1957,Meridian Occident Club,1957,"January 7, 1957: Emergency chest report; President of the State Federation of Women's Clubs want club to take on Youth Ranch as their project; program a book report by Mrs. Ambrose on ""The Life of a Nun""
February 4, 1957: Committee reports; club prepares projects to aid the Veterans Hospital; program guest speaker representative Joseph R. Garry, who as a member of the Coeur d'Alene Indian Tribe spoke on Indian Affairs
March 4, 1957: Committee reports; Ways & Means committee to take care of lunch at March 20th's Cancer school; motion carried to donate money for veterans; discussion on donating to Youth Home at Rupert held over to next meeting; program a book report on ""Love or Perish"" 
April 1, 1957: Committee reports; motion carried for club to serve the Beta Sigma Phi Mothers Day Breakfast; program a play presented by the Boise Little Theatre
May 6, 1957: Committee reports; election of new officers, with Mrs. Mildred Botkin elected president
June 3, 1957: Committee reports; clubhouse has 72 rentals besides the Y-Teens; installation of new officers and the breakdown of new committees for the next year
September 2, 1957: Program presented at start of the meeting due to bus schedule and those that need to leave early; committee reports; motion carried to purchase 50 song books for $20
October 7, 1957: Committee reports; Harold Cox attended meeting and asked for club members to serve as Den Mothers and leaders for Scouts
November 4, 1957: Committee reports; open house to be held for the library on Sunday Nov. 17th;  Mrs. Botkin urges members to attend a special meeting of the Meridian Dairy Show Association on December 5th in regards to a Historical Pageant suggestion to be added to annual dairy show; Oral Coleman presented a program on Thanksgiving 
December 2, 1957: Committee reports; emergency chest donation report; motion carried to purchase a new U.S. Flag to replace the old one; motion carried to donate money to the Indian Scholarship Fund; program of Christmas poems and devotions ",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1957, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_35,col002_ocminutes_1958.pdf,Occident Club Meeting Minutes 1958,Meridian Occident Club,1958,"January 6, 1958: Committee reports; program on rocks
February 3, 1958: Program held at beginning of the meeting; Program on International Understanding with guest presenter Patrick Rossi from Genoa Italy, a Sociology Student at Northwest Nazarene College of Nampa; committee reports; new U.S. flag given to club as a gift; motion carried to give $100 to the Youth Ranch Project
March 3, 1958: Special guests from the Amity Neighborhood Club present for special silver tea in recognition of their gift to the Emergency Loan Closet and Library; committee reports; program of professors from Northwest Nazarene College of Nampa who presented musical numbers
April 7, 1958: Committee reports; discussion on if emergency chest should loan equipment outside Meridian territory, with vote to let the emergency chest committee make the decision; motion carried to donate money to Girl Scouts camp;  program focused on fine arts with Mr. Finkbinder from the Nampa Art Center 
May 5, 1958: Committee reports; discussion on letting out club rooms for Bible School children, motion carried to ""refuse with regrets""; election of new club officers, Hazel Goodwin elected president
June 2, 1958: Elma Veach resigns as secretary of library board; letter from Harold Cox about adding a member to the library board; committee reports; several club members took turns presiding at Information Booth at the Dairy Show; installation of new club officers for 1958-59; standing committees for the next year presented
September 1, 1958: Program consisting of a report on Girls State and Mr. Dick Carr who told of his attending a convention for journalists; committee reports; full library report to be given next month
October 6, 1958: Program featuring Mr. Eberely who discussed the State of Idaho general budget as well as gambling in Idaho; committee reports; one year of National Geographic subscription donated to the library; new club historian nominated in light of current historian resignation
November 3, 1958: Program guest Mr. Eugene Culbertson of Nazarene Church to discuss how the ""principle of the United Nations applied to ourselves and our community""; committee reports
December 1, 1958: Committee reports; Christmas program; attached to December minutes are special minutes from a library board meeting and an executive committee meeting ",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1958, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_36,col002_ocminutes_1959.pdf,Occident Club Meeting Minutes 1959,Meridian Occident Club,1959,"January 5, 1959: Program consisting of a book report on ""Masters of Deceit"" by Clare Hunt; committee reports; Mrs. Nita Scriviner elected new club secretary
March 6, 1959: Committee reports; Mrs. Cox presents paper on better driving responsibilities for safer traffic; emergency loan [chest] purchases new wheelchair; donation made for Girls State Conference; Mrs. Della Cox urged women to know government, conduct forums on candidates, and focus on women for jury duties and the welcoming of new naturalized citizens; report on content of literature being sold in stores; meeting ended with a program of music and a skit
April 4, 1959: Program of mothers and their children who won recent art exhibit, with award ceremony; committee reports; club creation of a scholarship discussed and tabled for further consideration; alteration discussed and carried on how to organize club money
May 4, 1959: Committee reports; club officer elections, Gladys Stuart elected president; reports on District Convention; motion to change bylaws to update financial layout of club; meeting adjourned for a Spring Benefit Party
June 1, 1959: Program of dancing and singing; committee reports; installation of new club officers; motion carried to donate money to Girl Scouts summer camp; President Stuart makes new committee appointments
September 7, 1959: Program presented of a report of Girls State Convention; committee reports
October 5, 1959: Program by Dr. Wells on early Idaho history; committee reports; motion carried toward new budgetary arrangements; motion carried for club to donate two thermometers to the grade school nurses office
November 2, 1959: Dr. Angus McDonald from Boise Junior College presents address on ""Present Day Youth and their Problems""; committee reports; library obtains 65 new books and magazines
December 7, 1959: Program of songs, Bible reading of Luke Chapter 2, and a presentation of ""Paintings of Christ"" by Rev. A.M. Thomas; committee reports; Vice President Carol Benjamin resigns; motion carried to donate money to Children's Home Society; Girl Scout party to be held at club without charge",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1959, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_37,col002_ocminutes_1960.pdf,Occident Club Meeting Minutes 1960,Meridian Occident Club,1960,"January 5, 1960: Lena Sweet discusses civil defense with Mrs. Hilbert Rice from Ada County civil defense; committee reports; Veterans of Foreign Wars presents club $126.20; Ethel Soucie to take over as club Vice President; new shelves made and placed in library
February 1, 1960: Program focused on the life and music of George Gershwin; committee reports; clubhouse roof leaking; VFW money presented to club to be used to buy another wheelchair; President Stuart asked for a report on club's women taking action on obscene literature; donation to be given to Indian School Scholarship
March 7, 1960: Program by guest speakers Mr. Shepherd and Mrs. Mautz who summarized their work on the marriage council panel; committee reports; art exhibit to be held in club room; library sees increase in both adult and children cards; donations to the emergency loan program; money continues to be made on Lions Club dinners
April 4, 1960: Report on recent art exhibit; nominating committing for club elections selected; delegates to women's convention selected; committee reports; Mrs. Veach reports on meeting with State Library representatives who want Meridian Library to join other libraries for Traveling Library Book Mobile; motion carried that Meridian Library still be operated under the Occident Club sponsorship with city funds paying librarian salaries
May 2, 1960: committee reports; motion passed that club members individually support civil defense preparedness; nominating committee names and election occur, Ethel Soucie elected club president; program of songs and flower arrangement exhibit
June 6, 1960: Presentation on safety products; committee reports; installation of new club officers; President Soucie presided and finished naming the new committee organization 
September 5, 1960: Committee reports; library to receive $1400 in state funds
October 3, 1960: Committee reports; library in need of large table; President Soucie report on city official meeting with local organizations on the topic of a Meridian swimming pool; motion carried the club take pool on as special project, help donate funds
November 7, 1960: Program of music and a message to vote at all elections; emergency loan [chest] receives more financial donations
December 5, 1960: Program of songs by High School students; committee reports; committee established to work on the swimming pool project; motion carried to donate to the Children's Home in Boise",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1960, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_38,col002_ocminutes_1961.pdf,Occident Club Meeting Minutes 1961,Meridian Occident Club,1961,"January 2, 1961: Program held on proper use and display of our flag; committee reports; dinner proceeds go to swimming pool fund; previous state funds for library have been depleted
February 6, 1961: Committee reports; motion passed to give money donation to Meridian High School students to attend Girls State Conference; urging of club members to attend Civil Defense meetings; Mrs. Matcham appointed to work with other city organization appointees; motion carried that Occident Club send letter to legislature that they unanimously voted in favor of retaining trading stamps in Idaho  
March 6, 1961: Program by Mr. Fry on soil conservation; committee reports; motion carried for the club to donate $2 for each member toward the Youth Ranch 
April 3, 1961: Program by Mrs. Janis Thompson on gerontology, specifically on current plans being made for care and interests of elderly people; committee reports; urging that all club women get a physician checkup for uterine cancer
May 1, 1961: Committee reports; nominating committee chose names for new club officers and they were voted into office (document does not list the names this time)
June 5, 1961: Motion carried for club to enter community achievement contest for the National Federation of Women's Clubs; May was the second largest month on record for the library; report on the convention of the  District Federation of Women's Clubs, whose resolutions focused on fighting communism's infiltration through literature; installation of new club officers, with President Soucie re-elected; new committee assignments declared
July 18, 1961: Occident Club Executive Committee meeting held; meeting focused on clubhouse repairs and bringing back the Annual Pancake Breakfast which was not held the previous year; motion carried to bring back pancake breakfast
August 15, 1961 Pancake breakfast considered a success
September 4, 1961: First meeting back with new roof and tile floor; program focused on the Girls State delegates; committee reports; library receives new and used books and has busiest June on record 
October 2, 1961: Mr. Harold Farley, Superintendent of the State Commission of Indian Affairs speaks to club; Farley spoke on the ""education, social and economic problems of the Idaho Indian""; library has a large order for new books being compiled; report of first meeting of the community improvement committee meeting, they urge all club members to have a library card, to make sure all elementary teachers bring their classes to the library, and that an Appreciation Tea and Open House be held; discussion on ""Women's Crusade for Seat Belts""
November 6, 1961: Discussion of Girl Scout need for sponsors; Mr. Veron speaks on the need of participants in Civil Defense; the Appreciation Tea for the library was a success; the sponsorship of a Girl Scout troop was voted against; motion carried club would cooperate in every way possible with Civil Defense program; Mrs. Roti explained material related to the anti-communist movement; meeting ended with a program report by those that attended Live, Inc.
December 4, 1961: Girls from the junior high perform music for the club; Christmas carol singing followed; committee reports; praise for the librarian Nancy Sage and her assistant; motion carried to take on insurance policies",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1961, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_39,col002_ocminutes_1962.pdf,Occident Club Meeting Minutes 1962,Meridian Occident Club,1962,"Community Improvement Program at beginning of minutes
January 1, 1962: Committee reports; nearly half the books loaned previous month were for children; anticipating a smaller attendance for the meeting the program plans were postponed and opened for general discussion which turned to frustration over young women and teenagers being used in liquor and tobacco ads
February 5, 1962: Mrs. Anna Hettinger, chairman of the Anti-Communist Forum, gave a talk on Communism and its aims and methods; committee reports; motion carried for club to take out a three year insurance policy for the clubhouse
March 5, 1962: Committee reports; club members to take charge of a section of town for the Red Cross drive; program consisted of songs, a joke, a discussion of the Idaho state flag, and an oddities and Antiques showing
April 2, 1962: Meeting focused on the nomination of delegates for the District Convention
May 7, 1962: Committee reports; library added 200 books to the shelves in April; motion carried to donate money to the Girl Scouts camp; elections for new club officers, Mrs. Francis [Elma] Veach elected president
June 4, 1962: Program consisted of James Rosti children who provided music, reports from Seattle's World Fair and other travels; committee reports; Alpha Alpha chapter of the Beta Sigma Phi to do a fundraiser for the library at the local drive in; emergency chest report for the previous year; installation of new club officers; 
July 9, 1962: Executive Board Meeting; Mrs. Veach resigns from position on library board due to her position as club president
August 15, 1962: Annual pancake breakfast a success with a couple hundred made
September 3, 1962: President Veach explained anew the Collect that is said at the beginning of each club meeting, and that the Federation uses it; committee reports
October 1, 1962: Program consisting of a life sketch on Mrs. Turnipseed, who talked about ""Women of a Changing World""; committee reports; highlight of the Pro-Americanism (Anti-Communism) resolutions from the recent District Convention with the topic being the focus of next month's club meeting
November 5, 1962: Special guest Mr. Laszlo Bedegi, originally from Hungary, presented plea for all American born to live in appreciation for their country and the reasons he felt this way; committee reports
December 3, 1962: Christmas story read from scriptures and carols sung; a program discussion on the different Christmas traditions from different countries was given; committee reports; library report indicates continued highs in library stats; ",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1962, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_40,col002_ocminutes_1963.pdf,Occident Club Meeting Minutes 1963,Meridian Occident Club,1963,"January 7, 1963: Program lead by Mrs. Davidson who talked about her two month stay in England; committee reports
February 4, 1963: Program by Miss Hellen Miller, the state librarian, on ""Reading Material for Today""; committee reports
March 4, 1963: Committee reports
April 2, 1963: Program by Margaret Lewis who gave a talk on gardening;committee reports;  nominating committee selected; April 4th Art Exhibit info attached to minutes
May 6th, 1963: Nominating committee offers names for next club officers, Mrs. Fred [Iva] Bower elected president; program by Idaho Power's Home Economics demonstrator
June 3, 1963: Committee reports; club asked to help aid in collections for annual Cancer Drive; club to help in Antique display for the Dairy Show; installation of new club officers
September 2, 1963: Program by Meridian representatives to Girls State; committee reports; pancake breakfast fundraising report
October 7, 1963: Committee reports; past club presidents were honored at this meeting; Mrs. Yoshi Cameron game a demonstration of Fall Floral Arrangements for the program
November 4, 1963: Program honoring Idaho's Centennial; committee reports
December 2, 1963: A reading done in honor of late president John F. Kennedy; committee reports; program of music and a reading",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1963, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_41,col002_ocminutes_1964.pdf,Occident Club Meeting Minutes 1964,Meridian Occident Club,1964,"January 6, 1964: Committee reports; Mrs. Emily Hansen ""(nee Emily Walt)"" of Arthritis and Rheumatism Foundation of Boise who discussed the foundation
February 4, 1964: Florann Young led programon ""Valentine Set to Music""; committee reports; local art exhibit to be held in the clubhouse March 20th; motion to donate to Girl Scouts camp; Valentine Tea Table had at adjournment; attachment mentions a Sweetheart Party held at the clubhouse on February 13th
March 2, 1964: Program welcomed Phil Peterson and his Meridian High School vocal ensemble to perform, and followed by Rev. Newell Morgan, of First Christian Church, who showed his slides from the Holy Land; committee reports
April 6, 1964: Mr. James Branvold, school district business manager, spoke about the proposed levy and of the school's needs and how the money would be spent; recollection pointed out that the first reading of the ""Club Collect"" was read by Tessie Davidson in 1928; program on ""Keep Idaho Green"" with Alan Atckison from the Forestry Department who showed a film ""Fire Prevention""; committee reports
May 4, 1964: Committee reports; nominating committee nominates next club officers, with Mrs. Ray [Minnie] Anderson nominated for president; program consisted of a demonstration of ""Salad Making""
June 1, 1964: 40th Anniversary meeting with a ""Past, Present, Future,"" program celebration; yearly reports placed on file by committees; installation of new club officers, Minnie Anderson president
June 1, 1964-:Board of Directors meeting; appointment of library board for three year term; other appointments; discussion on Lions Club dinners and special events
September 7, 1964: Program on the 1964 Girl's State meeting in Caldwell; committee reports
October 5, 1964: Program on ""The Challenge of Inner Space"" with the emphasis on ""Lord Give Us Courage, Gaiety, and the Quiet Mind""; committee reports; community projects discussed
November 2, 1964: Patriotic program focused on the wives of the first the United States Presidents; Ethel Soucie urges members to vote in upcoming election
December 7, 1964: Meridian High School's girl ensemble sang several Christmas songs; committee reports",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1964, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_42,col002_ocminutes_1965.pdf,Occident Club Meeting Minutes 1965,Meridian Occident Club,1965,"January 4, 1965: Program by Mrs. Richard Payne, City-County health nurse, on the topic of visiting nurse life and the importance of safety in the home of small children; members urged to write to legislators expressing views on new library legislation; committee reports
February 1, 1965: Program of songs and history of Mrs. Lee Dornhecker's doll collection; committee reports; volunteer service committee reads letter inviting members to attend a luncheon on ""Mental retardation"" in Nampa; special report by Community Improvement Project
March 1, 1965: Program by Martha Smith from Meridian Jr. High who played several accordion solos followed by original readings by Grace Honson and Mrs. Heikes; committee reports
April 5, 1965: Program of musical numbers and a talk by Mr. Farmer on retardation; committee reports; motion carried for club to donate colored Easter Eggs to the residents of the Idaho state school and Hospital; special May 6th meeting by the Burch Family to be a ""religious and patriotic program""
May 3, 1965: Art exhibit award winners presented their awards; a musical program; committee reports; nominating committee nominates new club officers
June 7, 1965: Yearly reports of committees given and placed in club files; committee reports; motion carried to present the Burch family $10 for their patriotic program in May; with nobody nominated for club president in the May meeting, Minnie Anderson will continue to hold position; installation of new club officers
September 6, 1965: Program by the delegates to Girls State; committee reports; motion passed to fundraise by selling 100 boxes of Idaho color notes; vote to continue Lions Club dinners lost (19-no, 9 yes)
October 4, 1965: Program on ""International Affairs"" with a discussion by Mr. Bob Wilcox from the University of Idaho, who returned from a year in India working on agricultural development; committee reports; librarian Nancy Sage to hold open house for B.P.W on October 12
November 1, 1965: Program on the work being done by the American Legion; committee reports",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1965, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_43,col002_ocminutes_1966.pdf,Occident Club Meeting Minutes 1966,Meridian Occident Club,1966,"March 7, 1966: Program by Mr. Goodwin, the High School art instructor; discussing art and highlighting work of his adult education art class; committee reports; Art exhibit to again be held; discussions of various donations were had and carried; the Occident Club song composed by Elma Veach several years ago sung by the club
April 4, 1966: Occident Club song written by Mrs. Veach sung; committee reports; Art exhibit report, winning students announced; club to donate Easter eggs to the Idaho State Hospital
May 2, 1966: Meeting began with a discussion and focus on Occident Club history with former presidents and charter members; club asked to help with the Meridian Dairy Show Tea; motion carried to use the clubhouse for Dairy Show Tea; nominating and election of officers, Bessie Matcham elected club president
June 6, 1966: Committee reports; yearly library report shows 22,500 books let out during the year, with 325 new books added; Girl Scout troop put many hours into helping library; installation of newly elected officers
September 5, 1966: Program consisted of two Meridian High School seniors that attended Girls State and learned about government; committee reports; quarterly library report given
October 3, 1966: Committee reports; Boise Chamber of Commerce invites club to have a float in the Fairyland Parade in November
November 7, 1966: Panel of students present program on ""What Democracy Means to Me""; committee reports; Lions Club wants a bid on the serving of dinner November 17th; library report shows a busy previous month
December 5, 1966: Mr. Peterson and twenty girls from junior high chorus sang for program; Emily Pratt reads ""The Youngest Shepherd"" a legend of Christ, and members joined in singing Christmas songs; committee reports; legislative committee read an editorial on the River Basin Commission on Idaho water conservation; Occident club decides to sponsor candy sales for the Idaho Blind Society to help out club member Zelma Rose; Marguerite Patch appointed to library board",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1966, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_44,col002_ocminutes_1967.pdf,Occident Club Meeting Minutes 1967,Meridian Occident Club,1967,"January 2, 1967: Program of accordion music and Rev. Stacey Richards who showed slides of Rhodesia while Mrs. Richards narrated; committee reports; December library report from Nancy Sage read
February 6, 1967: Committee reports; Susie Cairns reads article on the Federal Education Act; club told of need to help solicit for the Red Cross; program by Margaret Niebrand, who prepared Japanese food while they watched
March 6, 1967: Program of junior high school musicians and told from Mrs. Earl Harmon on ""Bishop Rae Center for Senior Citizens""; committee reports
April 3, 1967: Program speaker Mrs. Floyd Pinney, safety chairman of the Ada County Extension Homemakers Council, talking about safety in the home; committee reports; club to put on a wedding rehearsal dinner for Lee Mitchel family;  coupon collection for a school of underprivileged children
May 1, 1967: Program of musical numbers, some by twenty 8th and 9th graders; committee reports; discussion of Stalin's daughter rejecting communism; nominating committee gives election nominees, Susie Cairns elected new president
June 5, 1967: Committee reports; 568 books added to library over the past year; discussion on the conflict between Israel And Arab countries; installation of new officers
September 4, 1967: Program consisting of a scriptural message and two girls who attended Girls State; committee reports; pancake breakfast report
October 2, 1967: Program of poetry reading (Robert Frost and Carl Sanberg works); legislative committee highlights more women involved in politics then previously
November 6, 1967: Program took on a patriotic theme was a guest musical group; Mrs. Gorton Beers gave a talk on ""Ring the Bell for Freedom""; committee reports
December 4, 1967: Christmas program; committee reports; dish put on table for members to donate to Christian Children's Home",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1967, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_45,col002_ocminutes_1968.pdf,Occident Club Meeting Minutes 1968,Meridian Occident Club,1968,"January 1, 1968: Pgrom guest speaker Rev. Fothergill of Methodist Church gave talk on ""After Christmas Thoughts""; committee reports
January 10, 1968: Club executive board and library board joint meeting documented
February 5, 1968: Program by Mrs. Earl Harmon, Second District President of the Federation of Women's Clubs, who spoke on Patriotism; motion carried to continue renewal payment of insurance; committee reports; legislative committee brings up social security and urges members to make sure they are getting all the benefits they are entitled to
March 4, 1968: Committee reports; program consisted of Mr. Nye owner of Nye's Floral and Gifts on Ustick Road who demonstrated making flowers from plastic; Blanche Wolff to be on library board filling Ethel Soucie's vacancy
April 1, 1968: Program by Mr. Lester McCracklin of Union Seed and Fuel of Boise, who focused on a discussion of insects and bug pest problems; committee reports; Girl Scout Troop #10 earning their library badges by assisting the librarian
May 6, 1968: Presented awards to the children in the art exhibit; program guest speaker Mrs. D.M. Spalding of Boise spoke on ""Cookies for Courage,"" about sending packages to servicemen in Vietnam; committee reports; election of club officers, Sally Lee elected president
June 3, 1968: Committee reports; installation of new club officers, Sally Lee president
August 8, 1968: Annual Pancake Breakfast report
August 20, 1968: Four members of Occident Club board meet to discuss Mountain States Telephone Co.'s desire to purchase a portion of club land which is next to some of their current property
August 27, 1968: Same four members of club board meet again to discuss possible sale of portion of their property
September 2, 1968: Program with high school girls reporting on Girls' State; committee reports; comprehensive report on the potential sale of a portion of club property
September 18, 1968: Occident Club executive committee and house and grounds committee meet together to discuss property sale
October 7, 1968:  Special Guest Mr. Charles Stevens, president of the Meridian Jaycees discussing a Jaycee project to aid in building an addition to the present library room; $3,000 expected cost of library addition; motion carried to allow Jaycees to proceed with project plan; committee reports
November 4, 1968: Program by Mrs. G.M. Brown of Nampa on ""Thanks for Freedom""; report on club service to Veterans Home in Boise; committee reports; motion carried to collect contributions for Christian Children's Home
November 18, 1968: Executive committee and house and grounds committee meeting discussing the sale of clubhouse grounds to phone company
November 20, 1968: Executive committee and house and grounds committee meeting discussing the sale of clubhouse grounds to phone company; representative from telephone company present; sale amount asked for tract of land $4,500
December 2, 1968: Program on ""Christmas legends""; potential Federal grant for the library, and too obtain it the Jaycees will be working with the club and the city of Meridian; motion carried to go after the grant",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1968, Meridian Library District History Center",,text,application/pdf,eng,,
col002_oc_46,col002_ocminutes_1969.pdf,Occident Club Meeting Minutes 1969,Meridian Occident Club,1969,"January 6, 1969: [document says ""1968"" but it is 1969] Program by members of the Toastmasters club; committee reports
February 3, 1969: Library presented with a new U.S. Flag and flag stand; 80 member high school girls chorus performed musical numbers; committee reports; legislative committee discusses issue of volunteer military service vs. the draft
February 19, 1969: Five club members meet with members of Meridian Jaycees; plans presented for the proposed remodeling of the library section of club building; motion carried unanimously to move forward with clubhouse library remodel
February 20, 1969: Occident club leaders meet with Mr. Queen of Mountain States Telephone Co.; new library chairman selected; attached to minutes a list of the duties of club secretary
March 3, 1969: Program of musical numbers, a talk by Dr. Nathan West on youth leadership and a talk by Mr. Obel Dahl on ""Let's Reach for the Moon"";  committee reports; legislative committee discusses state liquor law policies; men representing the Jaycees introduced, and details of new library remodel plans given and questions answered
March 25, 1969: Meeting with contractor; discussion on remodel issues
March 29, 1969: Contracts between the club and the architect signed in a special meeting; list of visitors at the art exhibit March 8, 1969 attached to end of March minutes
April 7, 1969: Committee reports; election nominating committee selected as well as delegates to convention
May 5, 1969: Students and parents of art exhibit present, with winner awards presented; program consisted of exhibit of arts and articles in possession of club members; committee reports; importance of voting discussed; election of new club officers, Sally Lee reelected president
June 2, 1969: Committee reports; legislative committee discusses controversial issue of mining interests versus conservation of nature; end of minutes a list of all individuals who gave memorials in the name of Ida Beery to be used for Occident Club; list of other memorials
September 2, 1969: Program presentation by girls who attended Girls State; club received $200 prize for their scrapbook at the Federation of Women's Clubs convention; committee reports; librarian Nancy Sage thanked for the maintenance of the cub display at the Meridian Dairy Show; veteran affairs committee continues to sew clothing; emergency loan committee to possibly purchase another wheelchair; petition for a traffic signal
October 6, 1969: Program of musical numbers; committee reports
November 3, 1969: Committee reports; large number of books donated; community service to the Nampa State School
December 1, 1969: Christmas carols sung; committee reports",libraries;public libraries;clubs;women-societies and clubs;library clubs;private clubs,"Meridian, Idaho",43.6094542,-116.3931117,"Occident Club Minutes Folder 1969, Meridian Library District History Center",,text,application/pdf,eng,,
